Hyphen	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
ANKRD22	0	1	1	0	0	0
ANKRD23	3	5	3	0	7	7
ANKRD24	5	2	4	1	1	2
ANKRD26	988	849	901	895	748	919
ANKRD27	887	880	951	734	766	678
ANKRD28	539	359	401	516	448	376
ANKRD29	8	5	18	18	1	4
ANKRD30A	0	0	0	0	0	1
ANKRD30B	7	9	7	1	7	8
ANKRD30BL	0	1	0	0	1	0
ANKRD31	23	39	26	21	28	42
ANKRD33	2	1	17	4	5	10
ANKRD33B	83	52	69	42	57	42
ANKRD34A	4	7	6	6	8	7
ANKRD34B	20	4	5	3	1	3
ANKRD34C	0	0	0	1	0	0
ANKRD35	19	17	21	17	17	16
ANKRD36	543	687	410	489	508	552
ANKRD36B	415	570	416	367	398	436
ANKRD36C	291	400	286	270	304	331
ANKRD37	63	73	175	63	76	218
ANKRD39	173	170	144	292	269	197
ANKRD40	2932	2889	2641	2990	2210	2431
ANKRD42	505	408	411	682	537	366
ANKRD44	389	305	269	323	357	233
ANKRD45	57	67	48	57	42	46
ANKRD46	2307	2088	2646	2870	2268	1793
ANKRD49	948	718	837	914	718	602
ANKRD50	753	682	559	1349	1024	753
ANKRD52	159	228	171	216	353	199
ANKRD53	13	43	27	30	48	53
ANKRD54	531	443	356	566	705	541
ANKRD55	338	419	307	202	206	180
ANKRD6	94	96	88	66	63	89
ANKRD60	0	0	0	0	0	0
ANKRD61	3	23	10	9	8	13
ANKRD62	2	3	2	1	2	1
ANKRD63	0	0	0	0	0	0
ANKRD65	2	4	4	5	1	3
ANKRD66	0	0	0	0	0	0
ANKRD7	4	10	3	0	2	1
ANKRD9	25	14	24	23	14	17
ANKS1A	650	887	680	1114	1218	1012
ANKS1B	23	28	24	8	14	18
ANKS3	76	60	66	67	85	72
ANKS4B	0	5	12	9	13	6
ANKS6	212	211	235	111	197	180
ANKUB1	0	0	0	1	1	0
ANKZF1	810	881	1001	697	816	940
ANLN	5872	6401	5627	8166	5691	5360
ANO1	31	55	43	49	75	87
ANO10	1439	1466	1301	1407	1482	1285
ANO2	36	27	13	47	26	32
ANO3	0	3	2	1	4	1
ANO4	86	124	125	390	372	354
ANO5	125	69	114	68	54	49
ANO6	784	793	966	1111	990	1000
ANO7	31	68	33	58	90	77
ANO8	6	6	6	3	9	6
ANO9	23	14	14	1	10	6
ANOS1	75	62	86	47	50	68
ANP32A	4721	6794	4446	4449	5052	4746
ANP32B	5010	5830	4690	6441	4366	4357
ANP32D	0	1	1	0	2	2
ANP32E	42088	31429	41662	44427	32699	23765
ANPEP	416	503	370	631	661	453
ANTXR1	713	694	769	1492	1276	1209
ANTXR2	343	446	391	650	457	572
ANTXRL	0	0	0	0	0	0
ANXA1	1084	1184	1548	4860	3701	3693
ANXA10	3	1	1	2	6	1
ANXA11	220	175	201	206	223	229
ANXA13	0	0	0	0	0	0
ANXA2	12051	17190	13845	22042	26574	20653
ANXA2R	133	86	64	75	107	70
ANXA3	1137	470	676	94	209	167
ANXA4	450	472	430	352	467	319
ANXA5	20909	20789	21655	21440	22214	19314
ANXA6	6980	10389	6698	8232	12393	7891
ANXA7	4510	3825	4048	5517	5320	3634
ANXA8	1	0	2	0	0	1
ANXA8L1	0	10	11	8	4	6
ANXA9	34	26	19	6	21	12
AOAH	4	2	4	1	2	5
AOC1	6	1	3	0	0	1
AOC2	32	22	20	24	19	3
AOC3	15	10	15	12	1	8
AOX1	54	37	75	22	27	45
AP000351-3	0	0	0	0	0	0
AP000721-1	1	0	0	1	0	1
AP002495-1	0	1	1	1	0	1
AP002884-2	0	0	0	0	0	0
AP006285-2	0	0	0	0	0	0
AP006621-6	2	0	2	0	0	0
AP1AR	800	431	704	1056	339	408
AP1B1	550	398	409	526	392	383
AP1G1	3856	3802	3600	4647	3576	3047
AP1G2	567	516	400	333	712	420
AP1M1	1151	1289	1071	1738	1291	1277
AP1M2	1660	984	1254	495	537	375
AP1S1	300	459	391	522	642	553
AP1S2	745	790	796	2179	1772	1290
AP1S3	63	46	81	46	21	21
AP2A1	303	269	293	364	280	272
AP2A2	64	92	64	89	74	58
AP2B1	7059	9506	7292	6888	8566	7979
AP2M1	22099	24141	20991	27502	36788	22640
AP2S1	2927	3127	2881	4624	3410	3472
AP3B1	3614	4251	3402	4736	3658	3716
AP3B2	167	72	129	30	25	60
AP3D1	634	538	547	556	633	475
AP3M1	3689	4198	3689	5602	4799	4342
AP3M2	1218	1294	1076	1378	1483	1150
AP3S1	1768	1657	1955	2821	1783	1651
AP3S2	394	402	341	361	340	324
AP4B1	497	511	395	622	606	364
AP4E1	340	258	351	408	323	264
AP4M1	562	439	407	490	575	328
AP4S1	304	251	273	319	258	221
AP5B1	40	31	25	33	55	25
AP5M1	3354	3035	2788	4269	3126	2203
AP5S1	283	312	266	283	360	270
AP5Z1	103	50	56	106	68	78
APAF1	310	289	409	398	426	411
APBA1	0	0	2	1	0	1
APBA2	1	3	2	3	3	1
APBA3	54	69	50	58	66	52
APBB1	328	385	323	477	456	442
APBB1IP	54	41	12	96	51	34
APBB2	641	679	645	595	572	409
APBB3	70	57	43	68	66	58
APC	1060	957	818	1056	1046	793
APC2	3	2	0	3	0	1
APCDD1	859	934	406	2048	1326	1035
APCDD1L	1	4	9	1	9	11
APCS	0	0	0	0	0	0
APEH	1617	1466	1331	1703	1639	1140
APELA	129	80	144	6	22	35
APEX1	15850	16970	13860	16056	16488	12613
APEX2	1660	1757	1422	1866	2318	1661
APH1A	1311	1370	1151	1430	2125	1211
APH1B	288	240	357	192	220	226
API5	9217	8968	8811	11761	8293	7027
APIP	1284	1080	1257	1575	1256	921
APLF	338	419	383	558	308	303
APLN	0	0	3	0	0	2
APLNR	15950	19951	13975	18193	23129	16551
APLP1	72	74	74	63	61	95
APLP2	5572	5446	5702	5822	4990	5842
APMAP	2851	2948	2444	3345	3135	2970
APOA1	92	401	509	266	940	2112
APOA2	123	476	407	331	904	1270
APOA4	12	19	19	8	15	42
APOA5	0	2	0	0	0	0
APOB	6	10	19	15	45	52
APOBEC1	0	0	0	0	0	1
APOBEC2	61	37	51	48	71	64
APOBEC3A	1	0	2	0	0	0
APOBEC3B	310	229	274	143	213	232
APOBEC3C	4131	5447	5025	4018	5860	4885
APOBEC3D	947	1260	1111	598	725	877
APOBEC3F	308	337	276	235	296	264
APOBEC3G	857	1005	834	442	522	497
APOBEC3H	3	8	8	1	6	3
APOBEC4	1	1	0	0	0	0
APOBR	0	0	1	0	0	0
APOC1	1212	1720	1140	2114	1384	1511
APOC2	0	0	0	0	0	0
APOC3	4	3	5	3	11	15
APOC4	0	0	0	0	0	0
APOD	1	1	1	2	7	1
APOE	664	488	536	431	348	506
APOF	0	1	4	5	0	0
APOH	0	0	0	0	0	0
APOL1	2	3	1	0	2	1
APOL2	143	139	135	68	185	145
APOL3	39	22	18	24	20	27
APOL4	1	3	2	0	4	3
APOL5	0	0	0	0	0	0
APOL6	1	5	2	1	3	1
APOLD1	10	10	10	15	16	19
APOM	5	6	10	6	9	16
APOO	1331	1596	1373	1673	1380	1252
APOOL	1201	2084	2091	2433	1492	1908
APP	1759	2708	2554	3530	2230	3402
APPBP2	705	682	773	940	705	795
APPL1	1112	780	997	994	820	768
APPL2	1038	1233	1203	1197	1274	1609
APRT	4182	4667	3789	5037	4788	3363
APTX	2255	2367	1972	2326	2420	1763
AQP1	1	11	3	14	18	22
AQP10	3	2	3	8	5	7
AQP11	98	83	82	118	71	61
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	110	101	71	73	87	77
AQP4	4	0	13	2	5	4
AQP5	1	3	1	7	1	2
AQP6	1	4	3	0	2	4
AQP7	0	0	1	0	0	0
AQP8	1	0	1	0	0	1
AQP9	4	1	3	44	46	9
AQR	3823	3603	3495	4734	3648	2989
AR	117	115	76	89	98	89
ARAF	1592	1344	1152	1785	1892	1292
ARAP1	335	264	265	281	351	263
ARAP2	8	1	3	1	3	1
ARAP3	215	212	203	294	345	284
ARC	2	1	4	1	0	2
ARCN1	7214	8042	6797	9339	8301	7198
AREG	0	2	4	4	9	5
AREL1	927	1151	756	1173	1244	987
ARF1	14210	13616	12456	17771	14869	12201
ARF3	1043	1152	1075	953	1167	1011
ARF4	16692	16126	15723	25276	18966	15547
ARF5	1216	1250	1097	1054	1497	1023
ARF6	11654	11285	12982	16554	12247	10490
ARFGAP1	183	195	162	185	220	207
ARFGAP2	2201	2137	1596	2378	2904	1780
ARFGAP3	1605	1928	1916	2668	2163	1979
ARFGEF1	1149	988	1027	1049	955	884
ARFGEF2	882	691	741	696	713	596
ARFGEF3	79	30	152	11	8	9
ARFIP1	3787	3367	3437	3411	2814	2474
ARFIP2	546	625	507	626	637	565
ARFRP1	196	195	161	230	206	170
ARG1	6	5	7	8	6	7
ARG2	716	799	663	648	779	609
ARGFX	0	0	0	0	0	0
ARGLU1	6529	6083	6881	7701	6453	5701
ARHGAP1	3313	3323	2655	3758	5089	3070
ARHGAP10	181	192	161	128	147	142
ARHGAP11A	101	122	105	123	85	82
ARHGAP11B	25	26	14	47	30	25
ARHGAP12	1411	964	1205	1247	774	806
ARHGAP15	3	11	5	108	45	41
ARHGAP17	851	772	640	908	661	688
ARHGAP18	99	80	109	200	222	191
ARHGAP19	764	812	866	1010	901	656
ARHGAP20	14	15	19	21	13	5
ARHGAP21	376	376	300	458	386	269
ARHGAP22	7	2	6	3	7	14
ARHGAP23	1	1	0	2	3	5
ARHGAP24	54	55	56	58	56	82
ARHGAP25	39	41	40	17	26	22
ARHGAP26	130	96	112	75	62	79
ARHGAP27	1	0	1	0	0	0
ARHGAP28	259	331	312	168	215	189
ARHGAP29	2051	2457	2021	2282	1622	1852
ARHGAP30	11	3	6	3	10	3
ARHGAP31	161	93	54	143	108	77
ARHGAP32	489	484	398	487	655	437
ARHGAP33	15	13	17	19	14	21
ARHGAP35	618	606	438	719	612	525
ARHGAP36	12	3	1	0	1	4
ARHGAP39	14	15	4	11	10	11
ARHGAP4	15	7	9	5	8	4
ARHGAP40	56	29	43	3	4	10
ARHGAP42	247	258	265	254	185	211
ARHGAP44	97	100	86	71	115	63
ARHGAP5	1710	1459	1623	2207	1528	1455
ARHGAP6	8	22	23	17	26	14
ARHGAP8	20	18	24	9	7	8
ARHGAP9	7	8	9	3	1	0
ARHGDIA	847	723	643	1004	680	713
ARHGDIB	25	94	101	224	992	718
ARHGDIG	2	0	3	4	3	3
ARHGEF1	48	47	43	40	44	45
ARHGEF10	21	26	31	26	20	16
ARHGEF10L	65	74	67	60	53	50
ARHGEF11	151	125	68	154	169	95
ARHGEF12	487	438	400	637	553	500
ARHGEF15	10	9	10	5	3	18
ARHGEF16	28	21	27	32	42	28
ARHGEF17	79	121	73	85	217	133
ARHGEF18	8	10	3	3	2	1
ARHGEF19	170	121	91	171	177	79
ARHGEF2	197	177	182	172	185	193
ARHGEF25	13	26	24	19	22	31
ARHGEF26	25	22	20	16	13	7
ARHGEF28	2	2	4	17	6	11
ARHGEF3	830	1085	840	3245	3164	2527
ARHGEF33	22	16	20	32	20	25
ARHGEF35	10	3	13	3	4	2
ARHGEF37	11	6	6	11	4	11
ARHGEF38	13	11	14	17	14	14
ARHGEF39	496	498	419	516	494	401
ARHGEF4	22	10	12	5	10	8
ARHGEF40	294	290	261	464	449	407
ARHGEF5	45	28	33	16	14	12
ARHGEF6	30	30	37	37	25	32
ARHGEF7	955	978	772	976	909	803
ARHGEF9	831	1065	781	926	1054	860
ARID1A	3582	3322	2678	3461	4439	2905
ARID1B	3798	2676	3283	4425	3782	2492
ARID2	6391	5434	7589	7091	6436	5745
ARID3A	1215	1746	1309	1208	936	1546
ARID3B	551	493	540	600	588	474
ARID3C	1	0	1	2	1	0
ARID4A	945	886	960	962	803	947
ARID4B	1998	1808	1822	2163	1749	1648
ARID5A	3	8	9	11	4	6
ARID5B	2655	3010	1946	4127	4150	3313
ARIH1	1045	1028	1045	1099	1221	971
ARIH2	4496	4367	3265	4659	4816	3080
ARL1	4321	3965	4961	5331	4540	4065
ARL10	142	264	201	273	373	371
ARL11	13	11	10	4	3	9
ARL13A	0	0	2	0	0	1
ARL13B	663	534	485	602	392	477
ARL14	3	1	3	4	4	1
ARL14EP	1761	1853	1832	2391	1858	1788
ARL14EPL	0	0	0	0	0	0
ARL15	511	388	466	569	337	299
ARL16	796	850	732	817	686	748
ARL17A	3	1	1	2	3	2
ARL17B	3	0	0	0	0	1
ARL2	1384	1624	1368	1430	1885	1285
ARL2BP	20	16	18	42	14	24
ARL3	3400	4712	3589	5008	4175	4065
ARL4A	560	816	868	2298	1983	1642
ARL4C	411	520	476	151	176	298
ARL4D	3211	2506	2370	2898	3071	2809
ARL5A	1250	807	1283	1514	823	698
ARL5B	1134	869	1127	1746	1019	865
ARL5C	1	0	0	0	0	0
ARL6	563	395	563	581	460	386
ARL6IP1	16061	15697	16969	22690	19161	14290
ARL6IP4	4	1	1	2	5	4
ARL6IP5	2708	3110	3853	3691	4827	3886
ARL6IP6	1269	735	1268	1504	745	648
ARL8A	66	61	42	68	61	45
ARL8B	2814	2318	2298	3546	2233	2149
ARL9	104	239	131	72	122	92
ARMC1	4651	4174	4907	5358	4165	3751
ARMC10	13	25	14	20	21	21
ARMC12	4	8	7	12	13	17
ARMC2	118	141	109	119	122	145
ARMC3	20	26	17	29	13	20
ARMC4	16	7	18	11	4	11
ARMC5	26	21	20	36	21	25
ARMC6	570	495	367	682	482	331
ARMC7	193	174	178	211	175	103
ARMC8	3635	3678	3158	3858	3544	2822
ARMC9	1358	1548	1539	1567	2132	1838
ARMCX1	663	601	644	1232	813	644
ARMCX2	1265	1368	1299	2385	1733	1452
ARMCX3	1856	2102	1726	3403	3534	2317
ARMCX4	224	308	307	304	453	370
ARMCX5	586	507	538	503	508	385
ARMCX6	295	359	278	421	443	406
ARMS2	0	0	0	0	0	0
ARMT1	4967	3425	4884	5258	4173	2840
ARNT	2192	2514	1996	2422	2663	2205
ARNT2	135	108	74	106	102	47
ARNTL	120	71	84	72	65	67
ARNTL2	49	42	63	23	21	37
ARPC1A	7647	8920	7790	9012	10904	8072
ARPC1B	1737	1961	1453	1761	2259	1511
ARPC2	15799	21684	15314	27410	24205	20705
ARPC3	4736	5734	5937	4825	4766	4920
ARPC4	6419	6963	4972	6933	7799	5321
ARPC5	5243	5243	5311	6916	4037	5020
ARPC5L	850	846	680	891	601	596
ARPIN	52	58	73	95	78	88
ARPP19	4936	4509	5037	5739	4329	3916
ARPP21	0	0	0	1	1	1
ARR3	2	6	5	4	15	6
ARRB1	364	289	289	293	339	214
ARRB2	167	174	144	146	146	148
ARRDC1	16	17	21	18	20	15
ARRDC2	27	28	46	22	28	47
ARRDC3	4388	4717	6580	5406	5303	5997
ARRDC4	42	61	64	44	61	87
ARRDC5	0	0	0	0	0	0
ARSA	19	33	28	32	39	41
ARSB	1007	1054	777	1353	1340	957
ARSD	185	296	183	349	370	265
ARSF	18	15	17	13	18	20
ARSG	290	296	269	233	307	260
ARSH	0	2	1	2	1	1
ARSI	17	28	18	75	76	39
ARSJ	61	55	51	78	66	40
ARSK	446	405	479	653	408	458
ART1	0	0	1	0	0	1
ART3	48	71	74	34	49	94
ART4	6	73	60	189	672	523
ART5	746	910	809	173	342	485
ARTN	4	1	2	2	0	0
ARV1	448	383	348	544	411	357
ARVCF	11	7	9	6	11	7
ARX	0	1	0	0	0	1
AS3MT	2	5	0	0	1	2
ASAH1	2933	3023	3258	4348	4334	3307
ASAH2	38	52	51	46	32	49
ASAH2B	123	125	126	152	92	100
ASAP1	1394	1310	1182	1819	1510	1473
ASAP2	45	25	20	24	33	35
ASAP3	350	302	257	300	313	234
ASB1	484	519	398	534	518	420
ASB10	0	0	0	0	0	0
ASB11	0	1	0	0	0	0
ASB12	20	26	19	17	19	14
ASB13	134	127	115	163	129	144
ASB14	23	22	14	14	18	24
ASB15	0	2	5	4	7	2
ASB16	7	9	5	8	16	13
ASB17	1	0	0	4	0	0
ASB18	1	2	1	0	0	0
ASB2	0	0	0	0	0	0
ASB4	0	2	3	0	0	1
ASB5	89	30	102	8	15	30
ASB6	223	213	140	244	187	159
ASB7	195	238	231	248	241	207
ASB8	489	540	490	669	749	706
ASB9	101	114	102	106	100	149
ASCC1	1736	1923	1815	1910	1950	1961
ASCC2	1055	1040	812	1133	1146	955
ASCC3	1751	1888	1679	2273	1766	1759
ASCL1	0	0	5	2	0	2
ASCL2	0	0	0	0	0	0
ASCL3	2	0	1	0	0	1
ASCL4	0	2	2	0	2	2
ASCL5	0	0	0	0	1	0
ASF1A	3023	2781	2568	3773	2671	1875
ASF1B	507	442	361	562	442	343
ASGR1	39	59	57	42	47	61
ASGR2	0	0	1	0	10	9
ASH1L	1575	1396	1136	1534	1383	1343
ASH2L	1624	2074	1860	2302	2265	2236
ASIC1	26	43	43	25	76	52
ASIC2	26	15	14	29	31	42
ASIC3	7	7	5	5	6	5
ASIC4	1	2	2	1	2	5
ASIC5	0	0	0	0	0	0
ASIP	4	5	4	7	11	14
ASL	307	251	220	291	290	210
ASMT	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0
ASNS	4522	3540	4166	2729	1966	1913
ASNSD1	5738	6016	5373	8087	5826	4963
ASPA	0	0	1	0	0	0
ASPDH	0	0	0	0	0	1
ASPG	1	0	0	1	2	2
ASPH	1192	933	1341	1700	1002	1352
ASPHD1	23	12	14	18	13	16
ASPHD2	48	27	49	32	38	40
ASPM	2152	1986	2020	2461	1609	1825
ASPN	46	18	12	33	14	16
ASPRV1	7	8	9	5	10	8
ASPSCR1	157	127	102	135	82	98
ASRGL1	125	163	142	142	92	127
ASS1	865	866	868	285	384	356
ASTE1	558	618	562	730	660	531
ASTL	0	0	0	0	0	0
ASTN1	6	1	8	11	15	11
ASTN2	275	266	233	385	484	315
ASXL1	571	663	555	631	786	671
ASXL2	808	691	617	824	747	602
ASXL3	49	84	82	572	436	363
ASZ1	0	1	2	0	0	0
ATAD1	3499	2989	3459	3987	2983	2739
ATAD2	1911	1772	1422	2533	1443	1587
ATAD2B	432	388	372	475	262	323
ATAD3A	52	50	36	67	48	36
ATAD3B	86	53	49	90	42	56
ATAD3C	17	11	10	7	8	12
ATAD5	2011	1939	1898	1681	1216	1500
ATAT1	330	370	291	418	447	369
ATCAY	73	49	60	40	37	41
ATE1	1001	831	785	1197	895	741
ATF1	912	642	1058	1169	613	646
ATF2	2369	2199	2364	3187	2592	2137
ATF3	839	1268	1039	2219	1492	1477
ATF4	3332	3450	2974	4158	4299	2967
ATF5	120	66	97	123	106	82
ATF6	1490	1696	1407	2028	2116	1751
ATF6B	96	162	103	162	235	143
ATF7	515	633	576	701	625	739
ATF7IP	3185	3652	3509	4237	4039	3399
ATF7IP2	946	1497	1065	805	1023	760
ATG10	1006	1047	882	1036	852	866
ATG101	361	340	359	350	347	270
ATG12	4115	3494	4254	5983	4710	3529
ATG13	2056	2050	1729	2157	2353	1652
ATG14	250	250	230	278	220	249
ATG16L1	980	933	739	1050	978	693
ATG16L2	40	39	34	18	51	38
ATG2A	34	27	23	25	23	19
ATG2B	170	172	156	230	186	219
ATG3	1836	1647	1645	2170	1739	1320
ATG4A	206	322	239	386	377	314
ATG4B	1216	1173	1004	1306	1120	1050
ATG4C	1352	1284	1617	1389	1097	1119
ATG4D	24	22	27	49	39	22
ATG5	2416	2377	2396	2520	1704	1592
ATG7	1065	1148	968	1190	1467	1099
ATG9A	862	841	770	1017	1007	823
ATG9B	51	41	53	60	89	69
ATIC	10867	11773	9619	11578	10993	8305
ATL1	97	58	74	57	72	77
ATL2	1544	1482	1457	1888	1177	1213
ATL3	1744	1373	1739	1908	1593	1342
ATM	1080	960	993	1065	893	969
ATMIN	674	604	592	741	615	455
ATN1	301	293	232	310	389	356
ATOH1	0	0	0	0	0	0
ATOH7	4	6	13	12	3	3
ATOH8	28	17	15	23	15	12
ATOX1	1758	2436	1781	2402	2503	2357
ATP10A	5	2	3	2	5	8
ATP10B	0	1	3	3	1	2
ATP10D	119	156	131	129	143	133
ATP11A	747	576	649	1109	633	614
ATP11B	211	188	184	239	220	196
ATP11C	1167	991	991	945	758	648
ATP12A	242	187	161	187	151	97
ATP13A1	221	154	163	189	193	165
ATP13A2	72	39	44	40	53	42
ATP13A3	1223	852	1065	1245	817	695
ATP13A4	2	1	2	1	0	1
ATP13A5	0	0	0	1	0	0
ATP1A1	2474	2701	2208	2279	2957	2020
ATP1A2	92	87	127	66	74	140
ATP1A3	63	38	49	23	31	22
ATP1A4	6	13	22	4	12	9
ATP1B1	4520	4787	3870	7370	8896	4705
ATP1B2	143	138	277	56	58	118
ATP1B3	6059	6068	5537	6816	5081	4714
ATP1B4	0	0	0	0	1	0
ATP2A1	24	15	29	18	35	23
ATP2A2	1961	1791	1855	2546	2024	1807
ATP2A3	46	45	32	23	25	24
ATP2B1	3517	5169	5759	6732	8470	9038
ATP2B2	0	2	1	0	0	0
ATP2B3	0	1	0	3	2	5
ATP2B4	1328	1700	1423	1324	1605	1389
ATP2C1	1671	1432	1409	1836	1245	1299
ATP2C2	35	22	20	18	20	35
ATP4A	4	0	6	1	0	1
ATP4B	0	1	0	0	0	0
ATP6AP1	1994	1947	1664	3007	2428	2156
ATP6AP2	5985	4607	6765	7127	6459	4897
ATP6V0A1	1551	1662	1302	1482	2002	1509
ATP6V0A2	688	629	619	658	674	525
ATP6V0A4	4	4	10	2	2	1
ATP6V0B	4973	5346	3910	6914	7074	4462
ATP6V0C	1	0	0	0	1	0
ATP6V0D1	3143	3235	2487	4374	5143	2993
ATP6V0D2	1	6	12	4	4	6
ATP6V0E1	7478	9332	6220	9598	10152	7718
ATP6V0E2	49	27	49	33	33	24
ATP6V1A	3693	3704	3543	4061	4063	2954
ATP6V1B1	0	1	1	2	1	5
ATP6V1B2	2129	1742	1611	2792	2108	1924
ATP6V1C1	2717	2337	2205	2544	2185	1765
ATP6V1C2	76	64	49	63	82	54
ATP6V1D	4841	5635	4683	6781	5226	5428
ATP6V1E1	2918	3293	2681	3546	3542	2669
ATP6V1E2	109	79	89	80	65	68
ATP6V1F	2352	2854	2354	3187	4059	2778
ATP6V1G1	10295	10349	10249	14593	9504	8721
ATP6V1G2	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0
ATP6V1H	1932	2155	1949	2448	1940	1833
ATP7A	485	599	409	840	969	747
ATP7B	268	320	266	1088	891	566
ATP8A1	34	24	43	21	9	14
ATP8A2	95	99	68	85	70	46
ATP8B1	112	66	57	60	54	57
ATP8B2	429	602	489	560	860	468
ATP8B3	70	65	89	84	92	107
ATP8B4	46	49	47	12	16	35
ATP9A	193	214	168	168	228	214
ATP9B	325	286	228	340	322	274
ATPAF1	344	368	317	394	350	313
ATPAF2	332	261	221	300	307	262
ATR	711	763	608	705	775	572
ATRAID	2834	3601	3287	3583	4081	3531
ATRIP	139	144	124	112	192	131
ATRN	415	415	421	416	541	435
ATRNL1	95	98	126	92	79	60
ATRX	9714	10413	10634	10536	9201	10238
ATXN1	184	167	201	195	285	245
ATXN10	4124	3845	3907	5246	3061	3417
ATXN1L	441	447	340	471	662	355
ATXN2	862	760	803	767	908	866
ATXN2L	410	270	261	368	336	249
ATXN3	1591	1564	1538	1331	1354	1243
ATXN3L	0	0	0	0	0	0
ATXN7	614	613	548	593	375	527
ATXN7L1	283	184	231	147	159	162
ATXN7L2	151	73	68	118	109	70
ATXN7L3	366	371	268	286	411	278
ATXN7L3B	2244	2392	2280	2732	2890	2597
AUH	116	98	134	224	102	75
AUNIP	549	594	445	410	411	317
AUP1	3743	3916	2782	4862	5815	3376
AURKA	5802	7716	6323	7158	6124	6007
AURKAIP1	1112	1201	953	1310	788	991
AURKB	3779	4217	3207	4048	5194	3101
AURKC	65	52	49	16	26	36
AUTS2	505	408	489	410	309	401
AVEN	99	128	96	138	109	109
AVIL	74	73	41	69	80	65
AVL9	425	407	418	440	361	410
AVP	0	0	0	0	0	0
AVPI1	96	86	90	56	67	76
AVPR1A	1	0	4	3	3	4
AVPR1B	0	0	0	0	0	0
AVPR2	0	1	1	0	0	0
AWAT1	0	0	0	0	0	0
AWAT2	1	2	0	0	4	0
AXDND1	7	20	3	7	7	21
AXIN1	96	105	71	94	85	75
AXIN2	939	791	625	1066	840	679
AXL	3799	4138	5359	5218	8285	6941
AZGP1	1	0	2	0	1	1
AZI2	1612	1765	1767	1985	1521	1629
AZIN1	18902	17054	17073	17066	15089	12189
AZIN2	33	50	37	43	34	46
AZU1	0	0	0	0	0	0
B2M	2186	3468	2645	3474	3886	3894
B3GALNT1	576	569	523	705	577	522
B3GALNT2	212	201	148	306	251	177
B3GALT1	915	571	945	1103	940	667
B3GALT2	6	8	8	6	11	2
B3GALT4	0	0	0	0	0	0
B3GALT5	34	19	45	28	27	28
B3GALT6	66	72	49	66	69	67
B3GAT1	18	16	27	5	2	10
B3GAT2	113	49	107	104	95	119
B3GAT3	277	317	241	340	397	298
B3GLCT	424	383	378	521	564	385
B3GNT2	250	151	221	239	159	115
B3GNT3	1	0	1	0	0	0
B3GNT4	20	14	22	17	20	12
B3GNT5	224	182	190	322	196	181
B3GNT6	0	0	0	0	0	0
B3GNT7	7572	3288	4671	554	822	818
B3GNT8	10	6	12	7	5	6
B3GNT9	7	13	9	2	18	6
B3GNTL1	30	37	29	36	46	44
B4GALNT1	5	2	11	14	11	6
B4GALNT2	0	0	0	0	0	0
B4GALNT3	36	45	36	66	64	44
B4GALNT4	22	27	26	15	21	18
B4GALT1	3728	4650	3394	5382	6397	4918
B4GALT2	331	345	276	396	484	292
B4GALT3	2808	2678	2160	3371	4263	2301
B4GALT4	1694	1879	1639	1797	1982	1492
B4GALT5	1923	1679	1552	2016	1822	1345
B4GALT6	309	177	282	242	173	114
B4GALT7	173	157	112	189	140	104
B4GAT1	469	408	407	730	498	580
B9D1	485	471	604	359	624	444
B9D2	172	150	129	249	257	187
BAALC	28	28	16	30	33	24
BAAT	0	1	0	0	1	1
BABAM1	577	568	490	700	620	557
BACE1	193	182	158	251	307	191
BACE2	158	138	196	90	85	127
BACH1	1074	865	883	1266	861	809
BACH2	76	118	113	33	55	62
BAD	58	76	59	100	62	91
BAG1	515	518	368	550	418	357
BAG2	1302	1184	1146	2109	1270	916
BAG3	346	391	285	490	502	357
BAG4	7708	4194	7522	7145	5815	3636
BAG5	2134	2198	1923	2210	2087	1886
BAG6	448	324	324	481	498	345
BAHCC1	54	68	49	60	74	67
BAHD1	90	88	88	95	75	67
BAIAP2	290	259	254	353	245	270
BAIAP2L1	291	384	281	773	651	517
BAIAP2L2	7	4	6	5	6	5
BAIAP3	2	0	1	2	1	6
BAK1	576	496	452	438	629	376
BAMBI	3097	4358	3429	6182	5005	4642
BANF1	4363	5549	4311	6007	5742	4647
BANF2	0	0	0	0	0	0
BANK1	7	8	8	10	9	7
BANP	311	263	201	297	237	217
BAP1	834	908	669	1004	1242	779
BARD1	2506	2191	2463	2940	2873	1792
BARHL1	0	0	0	0	3	2
BARHL2	0	0	0	1	0	0
BARX1	1	4	6	2	2	12
BARX2	3	3	2	0	1	0
BASP1	395	620	519	282	300	471
BATF	0	0	0	0	0	1
BATF2	9	10	10	16	18	10
BATF3	13	10	9	11	13	20
BAX	897	922	755	1146	1042	842
BAZ1A	2218	2004	1709	2275	1701	1475
BAZ1B	3036	3093	2066	3074	2835	2166
BAZ2A	1974	2130	1978	1898	2476	2200
BAZ2B	1396	1463	1239	1586	1808	1679
BBC3	12	11	11	10	10	13
BBIP1	692	865	761	1113	790	794
BBOX1	18	22	22	12	14	29
BBS1	32	35	34	30	27	34
BBS10	327	242	387	374	318	268
BBS12	448	535	429	496	465	480
BBS2	725	847	890	861	1015	985
